Date,Expiry,Strike,Spot,C_market,T_days,T_years,Moneyness,r,RV_22,IV_call,IV_put,IV_classical,C_reprice,Reprice_Error
2025-05-15,2025-05-22,25050.0,25062.1,193.9,7,0.0277777777777777,1.0004830339321358,0.065,0.2036456437420421,0.09832748817016898,0.1368614450805084,0.11759446662533869,193.89999999999964,3.694822225952521e-13
2025-05-16,2025-05-29,25000.0,25019.8,313.35,13,0.0515873015873015,1.000792,0.065,0.1933234316420775,0.11418080535418891,0.12526717420787134,0.11972398978103013,313.34999999999854,1.4779288903810084e-12
2025-05-19,2025-05-29,24950.0,24945.45,277.05,10,0.0396825396825396,0.9998176352705412,0.065,0.1791604628829557,0.12425941065643281,0.1409058382003419,0.13258262442838736,277.05000000358086,3.580851171136601e-09
2025-05-20,2025-05-29,24700.0,24683.9,281.05,9,0.0357142857142857,0.999348178137652,0.065,0.1819992200580997,0.13980137243855242,0.12205134426799934,0.13092635835327587,281.05000000005384,5.383071766118519e-11
2025-05-21,2025-05-29,24800.0,24813.45,249.8,8,0.0317460317460317,1.0005423387096777,0.065,0.1729682436614654,0.1226154532568343,0.1414793898274439,0.1320474215421391,249.79999999999927,7.389644451905042e-13
2025-05-22,2025-05-29,24600.0,24609.7,229.15,7,0.0277777777777777,1.0003943089430896,0.065,0.1708899408495905,0.12294714795328082,0.1249017599996585,0.12392445397646966,229.15000000818327,8.183263844330213e-09
2025-05-23,2025-06-05,24850.0,24853.15,314.7,13,0.0515873015873015,1.0001267605633803,0.065,0.1740091339299119,0.1198103070898067,0.13797268976941188,0.12889149842960929,314.6999999999971,2.8990143619012088e-12
2025-05-26,2025-06-05,25000.0,25001.15,326.65,10,0.0396825396825396,1.000046,0.065,0.1737054747049544,0.1475193575544562,0.1552101321935345,0.15136474487399534,326.6500000018641,1.864123078121338e-09
2025-05-27,2025-06-05,24850.0,24826.2,313.35,9,0.0357142857142857,0.9990422535211269,0.065,0.1749488131764683,0.1583276582074538,0.16350366115319015,0.16091565968032195,313.3500000000022,2.1600499167107046e-12
2025-05-28,2025-06-05,24750.0,24752.45,278.0,8,0.0317460317460317,1.0000989898989898,0.065,0.1728107930426278,0.1424520408736079,0.1567640503385563,0.1496080456060821,278.00000000102955,1.0295480024069548e-09
2025-05-29,2025-06-05,24850.0,24833.6,207.4,7,0.0277777777777777,0.9993400402414486,0.065,0.1683709675393994,0.11686463825350629,0.12895969558634995,0.12291216691992812,207.40000000002328,2.3277380023500882e-11
2025-06-02,2025-06-12,24700.0,24716.6,348.0,10,0.0396825396825396,1.000672064777328,0.065,0.1688120159486404,0.15615317938081244,0.16554870468019625,0.16085094203050435,348.00000000900764,9.007635526359081e-09
2025-06-03,2025-06-12,24550.0,24542.5,296.45,9,0.0357142857142857,0.99969450101833,0.065,0.1704899674710115,0.14662362662561138,0.1414289361483104,0.14402628138696089,296.4500000002299,2.2993162929196842e-10
2025-06-04,2025-06-12,24600.0,24620.2,245.55,8,0.0317460317460317,1.000821138211382,0.065,0.1700862515169392,0.11912936325497289,0.1261200827743718,0.12262472301467235,245.5500000000011,1.0800249583553523e-12
2025-06-05,2025-06-12,24750.0,24750.9,207.65,7,0.0277777777777777,1.0000363636363636,0.065,0.1706537474993618,0.11189910050406628,0.11470858971443273,0.11330384510924951,207.65000000336477,3.3647609143372392e-09
2025-06-06,2025-06-19,25000.0,25003.05,291.8,13,0.0515873015873015,1.000122,0.065,0.1740006122016489,0.1087745732837228,0.11923320132211516,0.11400388730291898,291.7999999999993,7.389644451905042e-13
2025-06-09,2025-06-19,25100.0,25103.2,256.85,10,0.0396825396825396,1.0001274900398407,0.065,0.1734276970242475,0.11106407179671357,0.12223768107080496,0.11665087643375927,256.85000000000036,3.410605131648481e-13
